run,model,rank,alpha,target_modules,learning_rate,batch_size,grad_accum,effective_batch,max_steps,steps_run,epochs_run,early_stopped,early_stopping_enabled,best_checkpoint,n_train,n_validation,final_train_loss,final_val_loss,val_perplexity,trainable_params,seed,wall_clock_seconds,smoke
smoke,gpt2,8,16,c_attn,0.0002,1,1,1,5,5,0.45,False,True,/Users/adelinchaushev/Desktop/PoetryIntepretations./results/checkpoints/smoke/checkpoint-5,11,1,3.7491401195526124,3.137255907058716,23.040554607837844,294912,42,4.4,True
